Notes,predicted_label,confidence
arthroscopic surgery on left ankle to remove scar tissue (out indefinitely),surgery,0.24469482584310487
placed on IL with bruised right hip,injury,0.4381740642295851
left knee tendinitis (surgery) (DNP),injury,0.17692949880369893
placed on IL with torn labrum in left shoulder,injury,0.2745313934443655
fractured right ring finger (DTD),DTD/DNP,0.28828424778546774
surgery to repair fractured right ring finger (out indefinitely),surgery,0.28104530342182954
placed on IL recovering from surgery to repair fractured right ring finger,surgery,0.3463006340059595
fractured right ring finger (out for season),long term injury,0.38995931282699015
surgery to repair fractured right ring finger (out for season),surgery,0.2545885574052623
placed on IL with recovering from surgery to repair fractured right ring finger (out for season),surgery,0.313718220803302
bruised left tibia (DNP),DTD/DNP,0.375372769346685
sore left groin (DNP),soreness,0.34104060057490604
placed on IL with sore left groin,soreness,0.33837686752502133
bruised thigh / groin injury (DNP),DTD/DNP,0.2438781414485043
right thigh injury (DNP),DTD/DNP,0.2183449044740567
right thigh injury (DNP) (Fox),DTD/DNP,0.2183449044740567
right shoulder injury (DNP) (F),injury,0.1973472207212412
torn plantar fascia in left foot (out indefinitely),injury,0.1714742457225531
placed on IL with torn plantar fascia in left foot,injury,0.3608624642161007
stomach ailment (DNP),illness,0.3697142624821073
surgery on broken right ring finger to insert pins (out indefinitely),injury,0.20118225293662248
placed on IL recovering from surgery on broken right ring finger to insert pins,injury,0.3225506487209966
fined $25K by NBA for poking opposing player in ear with finger,suspension,0.13703835833766806
suspended by team for 1 game for disrespecting head coach,suspension,0.31838366190561773
suspended by team indefinitely for conduct detrimental to the team,suspension,0.26181395889429565
fractured left shoulder (surgery) (out indefinitely),long term injury,0.3296712798189317
placed on IL with fractured left shoulder (surgery),injury,0.2540576031880599
"fined $25,000 by NBA for using profanity towards fan during game",fined,0.31769838768654984
strained right Achilles tendon (DTD),DTD/DNP,0.21366407154046785
placed on IL with strained lower back (F),injury,0.44935026449054494
strained lower back (DNP) (P),DTD/DNP,0.22656056836161753
placed on IL with strained lower back (P),injury,0.44935026449054494
placed on IL with strained lower back (out for season),injury,0.3337509147278863
surgery on lower back (out for season),long term injury,0.24849554457506992
surgery on hip (out indefinitely),surgery,0.2458860109602785
personal reasons (DNP) (P CBC),other reasons,0.5983136492526184
placed on IL (Fox),injury,0.7035313093461577
death in family (DNP) (P),other reasons,0.3283188641558846
suspended by team for 2 games for conduct detrimental to the team,suspension,0.3040178457750042
earlier suspension rescinded by team,suspension,0.19905949627519734
placed on IL with sore left shin,soreness,0.3747321520478253
left tibia injury (DNP),DTD/DNP,0.22951819128758202
stress fracture in left tibia (out indefinitely),long term injury,0.24732976297739723
placed on IL with stress fracture in left tibia (out for season),long term injury,0.28383126357604943
surgery on left tibia to repair stress fracture (out for season),surgery,0.3103694597951586
placed on IL with sore left leg (tibia),soreness,0.2506608062290569
strained left lower leg (DTD),DTD/DNP,0.23378567593827526
placed on IL with strained left lower leg,injury,0.4314640996974867
tibia injury (DTD),DTD/DNP,0.2250831291993595
strained right ankle (DTD),DTD/DNP,0.2984184977270401
bruised left thumb (DTD),DTD/DNP,0.6124267134692344
sore left abductor / adductor (DTD),DTD/DNP,0.29843911624123715
placed on IL with sore lower back / back spasms,injury,0.32998869445450973
lower back injury (out for season),long term injury,0.4254216083575098
hamstring injury (out for season),long term injury,0.3606632997247823
placed on IL (F) (date approximate),injury,0.2794637341472892
placed on IL with stress reaction in back,injury,0.23874195667934467
strained/sore left knee (DNP),soreness,0.34368453069663824
sprained right hand (DTD),DTD/DNP,0.1970141440345837
sore right heel (DTD),soreness,0.3283342380011312
placed on IL with fractured right thumb,injury,0.28250178658874825
surgery on left knee to repair torn ACL (out indefinitely),surgery,0.34478086074673264
placed on IL with recovering from surgery to repair torn right Achilles tendon,surgery,0.3273639590620707
placed on IL with right Achilles injury,injury,0.4191786037686387
right knee tendinitis (DTD),DTD/DNP,0.21172985300394956
placed on IL with fractured right ankle (out for season),long term injury,0.4045925682452335
surgery on left ankle to clean out fragments and scar tissue (date approximate),DTD/DNP,0.15722659582871742
placed on IL with sore left ankle / rest,soreness,0.2857273073415548
bone bruise in left ankle / sprained left ankle (DNP),DTD/DNP,0.320661039674518
bone bruise in left ankle (DNP),DTD/DNP,0.24205904057273778
placed on IL with ankle inflammation (CBC) / knee injury (P),injury,0.39025598092028324
bruised pelvis (DNP),DTD/DNP,0.38292377169041997
placed on IL with fractured right rib,injury,0.38209874930503435
fractured right rib (DNP),DTD/DNP,0.19271969835827363
left foot / toe (CBC) injury (DTD),DTD/DNP,0.28727496123688767
rib injury (DTD),DTD/DNP,0.2638571829396578
left knee injury (out for season),long term injury,0.4061837932609279
placed on IL with left knee injury (out for season),injury,0.3416070396420645
visa issues (DTD),DTD/DNP,0.19927440888203907
sprained/sore right / left (CBC) knee (DNP),soreness,0.3725004462674685
surgery on right knee (out indefinitely),long term injury,0.26465613785475517
recovering from surgery on right knee (DNP),surgery,0.26318108199628415
placed on IL with food poisoning,injury,0.7035313093461577
sore back / back spasms (DNP),soreness,0.3061361741482878
sore wrist (DNP),soreness,0.3098853944512947
torn left Achilles tendon (out for season),long term injury,0.25157544919902614
placed on IL recovering from surgery to repair turn left Achilles tendon,surgery,0.32643913391588036
sore ribs (DNP),soreness,0.5854262445858681
bruised right kneecap (DNP),DTD/DNP,0.3793879145079454
separated right shoulder (out indefinitely),long term injury,0.31866948477753454
separated right shoulder (DNP),injury,0.14572649411939426
placed on IL with separated right shoulder,injury,0.39993501826756156
"fined $25,000 by NBA for criticizing referees after game",fined,0.24727924594308476
sore right groin (DTD),soreness,0.4419088153582218
placed on IL with inflamed rib cartilage,injury,0.42003416735625604
fractured right hand (out for season),long term injury,0.28618394224548943
surgery on right hand to repair fracture (out for season),surgery,0.3148907484861004
placed on IL recovering from surgery on right hand to repair fracture (out for season),surgery,0.364673049388376
sprained left thumb (DTD),DTD/DNP,0.5319082194170205
torn ligament in left thumb (DTD),DTD/DNP,0.33724931427870036
surgery on left thumb to repair torn ligament (out indefinitely),surgery,0.41486646007581734
placed on IL recoverimg from surgery on left thumb to repair torn ligament,surgery,0.34312840592654736
placed on IL with hyperextended right knee,injury,0.37658172279088453
fractured metacarpal bone in left hand (out for season),long term injury,0.27615997637654444
placed on IL with fractured metacarpal bone in left hand (out for season),injury,0.3125003348446509
strained left calf / left elbow injury (CBC) (DNP),DTD/DNP,0.22664161970247673
fined $25K by NBA for making an obscene gesture during game,fined,0.14429217510003486
left hip injury (DNP),DTD/DNP,0.25165176233509357
placed on IL with left hip injury,injury,0.5065803032093933
"surgery on left hip to remove loose fragments, repair a torn labrum, and microfracture to repair damaged cartilage (out indefinitely)",surgery,0.31934323215332827
cervical strain (DNP),illness,0.18249629860728006
strained hip flexor (DTD),injury,0.20998374648910595
cold (DTD),DTD/DNP,0.36021739923061896
placed on IL with sore quadriceps,soreness,0.268282400536307
right hand injury (DNP),injury,0.2680926162459293
swelling in right knee (DNP),injury,0.1922646134150375
placed on IL with dehydration,injury,0.7035313093461577
placed on IL with right elbow injury,injury,0.45033317688947816
sprained/bruised left shoulder (DNP),DTD/DNP,0.2990695612139026
placed on IL with sprained/bruised left shoulder,injury,0.29827358945258975
left hand injury (DNP),injury,0.28207701182512684
placed on IL with bruised right quadricep,injury,0.34927730768296694
placed on IL recovering from surgery to repair torn right pectoralis muscle in chest (out for season),surgery,0.32607359845851636
surgery on left knee to repair torn meniscus (DNP),surgery,0.31634827802055265
placed on IL with recovering from surgery on left knee to repair torn meniscus,surgery,0.38469899864700097
surgery on right knee and right hip (out for season) (date approximate),long term injury,0.21591699649204288
recovering from surgery on right knee and right hip,surgery,0.2180467746508462
placed on IL recovering from surgery on right knee and right hip (out for season),injury,0.24780908288192885
rest / sore left knee (DNP),soreness,0.35223285712302455
exploratory surgery on left ankle (out for season),long term injury,0.34427289165086117
sprained right elbow (DTD),DTD/DNP,0.19728252303704333
sore hip (DTD),soreness,0.25736151875509544
DNP (out for season),long term injury,0.3855178757913414
placed on IL with NBA health and safety protocols (DTD),injury,0.26091996007760354
"fined $5,000 for second flopping violation of season",long term injury,0.2453025480473113
sore left Achilles tendon (DNP),soreness,0.2127522396057213
fractured right little toe (out indefinitely),long term injury,0.18831850191685762
fractured right little toe (DNP),DTD/DNP,0.2442260569887587
activated from IL (date 11-18 per P),returned,0.33242161930259523
dehydration (DTD),DTD/DNP,0.36021739923061896
fined $35K by NBA for fighting,fined,0.2046884498910863
placed on IL with sore/bruised left knee,injury,0.2613419537941186
placed on IL with heel injury,injury,0.5081914331976121
sore right knee (DNP) (P Fox),soreness,0.4568178151087303
bruised left knee / strained neck (DNP),DTD/DNP,0.4104700298564149
bulging disc in neck (DNP),DTD/DNP,0.2633423873155345
fractured right fibula (out indefinitely),long term injury,0.29059755092777945
placed on IL with fractured right fibula,injury,0.38209874930503435
sore left (CBC) / right knee (P) (DNP),soreness,0.3214086172918442
sore right knee (P) (DNP),soreness,0.4568178151087303
sore left knee (P) (DNP),soreness,0.4122563057090642
surgery on left knee to repair torn meniscus (out for season),surgery,0.33007914337535643
placed on IL recovering from surgery on left knee to repair torn meniscus (out for season),surgery,0.3808156797021401
sprained MCL in right knee (out indefinitely),long term injury,0.3869110110059207
torn lateral meniscus / ACL (CBC) in left knee (out for season),long term injury,0.41150242604068765
